0.89,6.35
5.79,12.47
5.43,11.14
5.75,2.20
9.15,0.14
10.38,0.83
5.99,11.51
10.10,1.57
10.09,1.33
10.01,0.62
0.80,2.76
5.83,12.40
8.50,0.98
9.73,0.99
6.07,11.87
5.06,11.05
11.84,2.50
5.94,11.68
3.38,2.77
1.53,4.67
0.91,1.71
6.30,12.76
0.69,2.04
5.75,12.13
-2.11,1.62
8.03,0.85
4.89,11.24
6.20,13.04
6.00,12.89
5.07,3.52
9.59,1.64
10.55,2.08
-0.06,1.03
9.93,1.84
5.39,3.61
5.34,11.05
10.37,-0.47
1.22,5.85
5.93,11.78
-0.29,0.54
0.99,4.23
4.53,2.42
10.02,2.73
10.52,0.09
4.25,3.88
1.13,3.09
10.61,1.21
10.11,0.50
10.72,-1.08
6.38,11.74
-0.13,4.07
1.41,3.70
-0.76,4.54
4.45,6.32
7.65,2.78
10.89,0.95
5.66,11.72
5.45,11.39
5.21,11.67
5.41,12.04
4.76,12.15
9.14,-0.51
0.21,5.48
6.52,11.09
10.08,1.48
6.41,13.05
10.89,1.13
5.85,11.60
5.90,13.20
7.08,11.32
9.15,1.59
5.23,12.84
6.22,12.55
9.92,1.73
8.11,1.31
1.40,4.98
6.87,12.48
0.05,3.01
1.59,5.70
6.82,10.37
11.31,-0.98
6.58,12.65
9.49,-1.10
3.56,5.83
5.30,11.75
2.59,6.19
10.29,0.35
6.21,11.68
10.34,0.89
9.30,1.12
6.12,12.51
6.92,11.06
1.57,2.44
9.82,2.03
10.63,2.13
6.78,12.94
5.99,12.88
11.35,2.31
-0.05,4.51
3.71,0.39
5.97,11.99
7.12,12.44
4.73,4.91
2.62,2.41
10.82,2.09
9.24,0.85
-0.42,4.03
4.64,11.74
3.93,3.13
4.07,5.02
6.22,1.23
6.39,11.16
8.79,0.81
6.48,12.09
1.52,7.36
5.55,11.24
6.35,11.61
2.53,2.45
6.23,11.75
10.82,1.96
-1.81,3.58
5.27,11.70
9.73,1.48
1.13,8.62
5.37,11.36
6.67,12.71
5.97,11.71
5.99,11.03
7.06,11.39
2.74,2.69
6.11,12.44
10.02,0.71
0.75,3.12
4.27,11.59
11.76,1.09
9.95,1.50
1.24,4.60
9.91,0.55
5.94,11.91
3.12,7.24
0.44,3.36
4.53,12.05
6.54,12.82
10.20,2.19
4.91,12.38
1.07,4.66
5.31,12.57
6.58,12.42
4.71,11.58
5.52,12.77
0.70,6.01
9.86,1.72
5.61,12.42
7.46,12.01
10.38,0.10
9.91,2.04
-2.46,2.47
1.91,7.30
-2.24,1.64
0.16,1.41
9.94,-0.52
4.93,11.87
1.07,5.00
6.14,12.04
3.09,5.83
1.01,2.60
10.04,2.74
3.29,4.51
9.05,0.21
9.54,1.57
4.79,12.75
10.00,0.38
5.66,10.15
0.64,4.92
9.53,1.63
1.39,3.12
4.26,4.31
5.16,12.04
11.35,1.32
10.20,0.03
10.06,-0.89
1.47,-0.21
10.55,1.50
0.87,3.86
1.67,9.32
11.42,0.86
8.61,0.32
1.92,4.50
8.87,2.18
0.94,1.68
1.38,3.53
6.40,11.17
5.27,12.20
10.63,0.21
6.33,11.12
2.71,4.42
9.97,0.53
3.58,3.09
5.01,13.63
5.68,12.55
5.18,12.10
1.27,-0.16
11.26,1.32
2.58,5.78
4.09,1.24
6.55,12.39
9.85,1.10
9.10,0.33
9.55,1.29
3.65,5.11
5.29,12.06
6.88,11.40
1.07,3.65
0.24,1.12
6.85,12.10
9.43,1.89
-2.40,3.09
8.52,1.95
10.32,1.77
-1.01,4.48
-1.00,4.38
-0.96,5.53
10.65,0.61
6.95,11.61
5.66,12.57
4.38,5.46
9.60,1.39
6.48,12.55
0.29,3.88
1.40,3.23
5.78,11.53
5.52,11.51
6.17,11.84
3.54,1.29
10.22,1.07
1.96,2.83
11.06,0.13
12.44,0.63
0.66,4.78
3.97,5.66
10.86,1.78
4.09,4.14
6.39,12.00
5.16,12.34
2.94,3.89
6.76,12.16
9.82,0.54
-1.47,1.84
4.22,4.18
11.05,1.25
0.87,6.31
10.56,0.96
9.61,1.39
3.34,4.72
11.13,0.97
6.28,11.96
3.76,4.64
-2.21,3.09
5.69,11.52
4.65,4.17
0.25,6.62
6.24,12.19
9.23,1.28
12.18,0.72
6.17,2.64
0.97,1.93
9.18,1.62
2.66,1.79
6.13,11.87
-0.21,4.05
-0.09,3.70
4.59,3.19
3.62,4.86
10.38,-0.77
1.14,4.40
10.55,1.28
6.41,12.42
8.83,1.95
5.87,12.59
6.22,12.54
2.30,8.35
6.08,11.68
6.22,11.73
8.42,2.12
9.27,1.26
5.78,12.92
2.15,4.54
4.93,11.93
1.28,5.57
3.32,4.22
-0.25,5.92
6.49,10.82
9.47,1.80
9.80,1.10
2.27,6.17
3.65,4.37
0.94,2.61
5.83,12.14
8.75,0.30
5.54,11.66
11.06,0.69
5.98,11.12
3.85,5.20
10.96,1.31
8.15,1.98
0.98,4.13
8.34,1.38
10.74,0.49
5.40,1.23
10.95,1.18
9.69,-1.06
8.06,2.57
0.71,2.24
7.63,13.28
6.17,12.00
9.09,1.88
4.54,6.61
3.83,0.46
6.89,11.87
4.44,11.87
10.27,1.29
11.79,1.45
9.82,0.46
0.75,4.50
5.36,12.95
-0.35,6.00
-0.31,4.77
10.15,1.97
7.22,12.19
3.36,3.18
9.13,0.48
8.04,0.49
11.31,1.15
0.17,3.91
10.08,1.41
6.15,11.64
9.92,0.65
2.13,5.74
0.74,2.76
11.66,0.49
5.73,12.02
11.08,0.58
10.19,-0.25
9.88,0.07
10.47,1.25
2.47,3.79
9.66,1.99
5.92,11.46
11.13,0.65
11.52,0.37
6.14,11.21
-0.92,4.67
9.90,2.42
5.15,3.11
4.06,3.24
9.05,1.26
1.02,3.00
0.75,3.81
10.18,0.39
0.38,1.27
6.34,10.76
1.07,2.85
1.92,4.48
5.08,12.42
0.46,4.46
0.82,-0.58
7.80,12.24
6.05,11.38
10.53,0.89
5.70,12.62
2.50,5.22
6.45,10.80
9.58,1.07
2.77,4.69
11.11,0.14
7.11,12.93
5.18,12.35
9.95,1.52
6.14,12.12
9.36,1.31
1.38,6.05
9.42,1.52
11.52,2.20
6.37,11.81
10.66,0.49
6.82,12.63
-0.31,3.46
7.77,12.29
0.63,6.07
6.50,12.58
4.74,10.56
5.27,12.30
3.67,11.26
5.68,11.22
11.13,0.29
0.59,4.54
5.72,12.31
10.16,2.27
6.10,11.23
1.80,4.12
8.75,0.87
1.87,5.15
2.34,5.55
9.86,-0.73
10.47,0.91
6.35,11.20
5.44,11.93
1.08,4.31
2.97,3.47
6.02,13.92
8.88,0.57
0.35,0.84
7.60,11.65
-0.97,3.95
9.46,1.08
1.64,3.27
6.47,12.45
11.17,1.47
6.32,12.13
6.35,12.06
5.93,12.42
10.78,2.90
1.04,6.63
5.82,12.30
3.71,3.23
6.03,11.14
9.81,2.38
5.80,11.91
5.58,12.19
9.99,0.62
10.29,0.83
9.20,1.56
-0.40,3.79
-0.41,2.86
5.17,12.88
9.70,1.11
9.98,2.12
-1.56,6.83
6.17,13.05
11.40,1.62
5.86,11.89
1.38,2.03
0.39,3.66
7.51,3.10
8.33,2.07
5.89,11.31
9.62,1.21
0.39,4.49
3.68,1.32
6.83,11.81
2.03,8.79
3.93,6.51
1.70,5.00
9.85,-0.27
11.83,0.92
3.38,4.48
-1.07,5.59
10.13,1.66
3.44,0.67
3.15,5.01
11.31,-0.07
9.99,2.67
5.89,12.17
4.00,4.45
1.94,3.01
9.29,0.84
2.39,3.48
11.70,1.37
2.23,6.37
4.86,4.36
6.28,11.25
-0.50,1.87
10.33,1.16
8.89,0.09
10.24,1.61
5.20,5.87
4.93,11.25
1.11,6.66
6.31,11.26
1.49,5.07
7.51,12.85
0.54,0.72
6.44,11.46
6.57,11.28
9.85,-0.25
9.13,0.64
5.35,12.97
5.04,11.38
1.99,4.28
9.31,0.98
3.01,2.84
6.60,12.25
0.18,2.36
2.47,4.35
4.51,12.32
9.47,1.72
10.76,0.50
2.88,7.51
11.29,-0.43
5.66,11.13
-0.23,2.28
11.26,1.62
6.24,12.06
12.12,1.04
6.75,12.42
5.08,11.56
6.15,12.13
3.47,3.00
3.83,6.32
5.52,12.74
5.60,12.44
10.08,0.78
5.54,12.00
5.39,11.50
-0.65,6.73
5.29,11.97
6.78,11.73
-0.10,4.37
9.40,1.31
10.32,1.24
5.74,12.25
3.40,4.54
9.89,0.47
10.20,-0.06
5.00,12.78
11.54,1.58
11.20,0.78
11.35,-0.06
5.53,3.25
0.90,2.24
12.23,-0.34
3.30,1.80
11.00,0.70
6.07,11.66
7.14,12.32
5.84,11.73
6.14,11.21
9.71,1.27
9.91,0.33
10.86,1.77
5.58,11.91
11.32,1.75
5.93,10.63
6.64,12.13
8.49,1.26
9.78,0.34
10.09,1.41
5.96,13.02
2.35,4.49
1.38,2.74
9.29,1.20
10.66,-0.05
6.24,12.15
9.80,0.96
6.43,11.20
5.40,10.16
4.85,11.49
3.67,2.80
6.57,11.92
9.93,2.28
9.78,3.27
5.17,11.43
5.06,10.69
9.20,2.56
6.90,13.02
6.73,12.01
7.47,0.66
10.30,1.01
4.95,12.35
6.69,11.54
6.38,13.32
10.45,-0.31
3.56,4.28
1.35,4.54
2.72,4.82
6.78,12.61
5.73,11.45
8.10,2.27
11.54,2.01
5.28,12.23
9.54,-1.49
2.08,7.51
2.22,5.82
9.33,1.57
1.29,6.78
-0.50,0.91
10.65,2.20
9.46,0.78
3.93,5.61
9.46,0.05
1.06,5.49
6.52,11.30
6.89,11.29
9.44,1.70
9.34,-0.60
5.61,12.47
7.05,11.72
6.31,11.75
9.39,-0.66
9.77,0.49
9.26,2.43
1.38,4.40
1.21,8.47
2.74,4.40
2.20,1.71
1.15,4.78
0.29,8.57
10.31,-1.36
9.92,1.46
5.77,12.27
4.42,3.63
3.58,4.53
6.73,12.11
10.78,0.65
5.96,13.00
0.68,5.95
9.74,2.68
9.74,1.22
5.21,9.31
3.98,2.45
9.27,0.32
1.11,3.43
0.77,1.13
6.01,12.92
6.43,11.69
2.50,6.61
6.32,11.30
9.54,1.46
9.03,1.17
5.35,11.49
0.31,6.56
10.87,2.73
8.77,2.00
9.99,1.31
4.88,10.98
9.85,0.99
12.38,1.34
8.80,1.52
5.93,11.89
2.35,5.06
8.90,-0.61
6.28,12.18
-2.65,4.00
3.64,3.81
4.80,12.68
6.23,11.30
9.57,2.06
8.88,0.32
0.34,3.83
9.05,0.48
12.02,0.72
2.38,7.38
2.58,4.48
6.09,12.23
9.82,0.54
10.84,1.15
10.90,-0.66
10.44,2.08
9.99,0.14
9.02,0.12
9.53,-0.13
1.80,5.56
3.80,3.18
6.11,12.63
11.42,2.55
6.87,12.26
0.98,4.86
-1.20,3.14
0.68,3.13
10.99,1.69
10.43,-0.01
0.22,6.02
10.72,-0.02
2.67,1.69
11.36,0.84
6.34,12.52
11.34,-0.83
9.86,0.67
5.67,12.32
10.96,1.65
4.58,13.31
2.13,3.55
9.74,0.79
10.27,0.81
5.93,12.14
1.04,3.42
1.24,5.01
8.74,2.16
4.88,13.15
5.45,1.18
5.59,11.33
7.00,11.39
5.69,12.02
3.75,1.89
10.75,1.27
2.89,5.82
1.14,4.87
1.49,3.74
8.76,0.48
2.74,4.15
3.64,4.41
6.09,13.14
5.20,11.57
1.52,2.58
6.52,12.01
5.49,13.03
4.27,12.31
9.80,0.98
11.09,1.94
1.59,3.20
7.90,12.03
6.45,11.23
10.04,1.91
6.88,12.86
